#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Fzd8	Wnt4	2100231	2099636	10090.ENSMUSP00000039660	10090.ENSMUSP00000036580	0	0	0	0	0	0.257	0.800	0.719	0.954
Mthfr	Tyms	2105247	2096725	10090.ENSMUSP00000069774	10090.ENSMUSP00000026846	0	0	0	0	0	0	0.900	0.563	0.954
Fzd4	Wnt16	2102112	2098273	10090.ENSMUSP00000049852	10090.ENSMUSP00000031681	0	0	0	0	0	0.255	0.800	0.713	0.953
Fzd2	Wnt11	2108516	2104506	10090.ENSMUSP00000091463	10090.ENSMUSP00000064333	0	0	0	0	0	0.204	0.800	0.729	0.953
Wnt7b	Sfrp4	2111258	2093430	10090.ENSMUSP00000105051	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.733	0.953
Fzd5	Fzd6	2104983	2095664	10090.ENSMUSP00000067783	10090.ENSMUSP00000022906	0	0	0	0.869	0	0	0.947	0.786	0.952
Gsk3b	Wnt8a	2095854	2094132	10090.ENSMUSP00000023507	10090.ENSMUSP00000012426	0	0	0	0	0	0.165	0.900	0.472	0.952
Tyms	Mthfd2	2096725	2093734	10090.ENSMUSP00000026846	10090.ENSMUSP00000005810	0.070	0	0	0	0.138	0	0.900	0.475	0.952
Wnt7a	Sfrp4	2098401	2093430	10090.ENSMUSP00000032180	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.726	0.952
Fzd6	Wnt8a	2095664	2094132	10090.ENSMUSP00000022906	10090.ENSMUSP00000012426	0	0	0	0	0	0.204	0.878	0.551	0.952
Fzd9	Wnt8a	2102740	2094132	10090.ENSMUSP00000053551	10090.ENSMUSP00000012426	0	0	0	0	0	0.204	0.878	0.551	0.952
Mthfd1l	Paics	2099574	2098091	10090.ENSMUSP00000036178	10090.ENSMUSP00000031160	0.586	0	0	0	0.766	0	0	0.544	0.952
Fzd3	Wnt8b	2112550	2100807	10090.ENSMUSP00000115325	10090.ENSMUSP00000042867	0	0	0	0	0	0.204	0.878	0.552	0.952
Wnt8b	Fzd7	2100807	2100625	10090.ENSMUSP00000042867	10090.ENSMUSP00000041825	0	0	0	0	0	0.204	0.893	0.472	0.951
Fzd4	Wnt8b	2102112	2100807	10090.ENSMUSP00000049852	10090.ENSMUSP00000042867	0	0	0	0	0	0.204	0.878	0.535	0.951
Wnt8b	Gsk3b	2100807	2095854	10090.ENSMUSP00000042867	10090.ENSMUSP00000023507	0	0	0	0	0	0.165	0.900	0.457	0.950
Fzd7	Wnt8a	2100625	2094132	10090.ENSMUSP00000041825	10090.ENSMUSP00000012426	0	0	0	0	0	0.204	0.893	0.457	0.950
Wnt16	Wif1	2098273	2094864	10090.ENSMUSP00000031681	10090.ENSMUSP00000020439	0	0	0	0	0	0.087	0.888	0.550	0.950
Mthfs	Mthfd2	2107433	2093734	10090.ENSMUSP00000082354	10090.ENSMUSP00000005810	0.359	0	0	0	0	0.136	0.900	0.215	0.950
Mthfr	Shmt2	2105247	2096621	10090.ENSMUSP00000069774	10090.ENSMUSP00000026470	0.069	0	0	0	0	0	0.900	0.514	0.950
Mars	Mtr	2114016	2109768	10090.ENSMUSP00000130666	10090.ENSMUSP00000097442	0	0	0	0	0	0	0.900	0.527	0.950
Wnt5b	Fzd8	2112347	2100231	10090.ENSMUSP00000113188	10090.ENSMUSP00000039660	0	0	0	0	0	0.268	0.800	0.688	0.950
Myc	Cdh1	2095683	2093091	10090.ENSMUSP00000022971	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.950	0.950
Mthfd1l	Dhfr	2099574	2095430	10090.ENSMUSP00000036178	10090.ENSMUSP00000022218	0.104	0	0	0	0	0	0.900	0.484	0.949
Fzd7	Wnt4	2100625	2099636	10090.ENSMUSP00000041825	10090.ENSMUSP00000036580	0	0	0	0	0	0.257	0.800	0.689	0.949
Wnt5a	Sfrp2	2104589	2097579	10090.ENSMUSP00000064878	10090.ENSMUSP00000029625	0	0	0	0	0	0.204	0.800	0.706	0.949
Lrp6	Ctnnb1	2098447	2093883	10090.ENSMUSP00000032322	10090.ENSMUSP00000007130	0	0	0	0	0	0.565	0.559	0.755	0.949
Wnt5a	Sfrp4	2104589	2093430	10090.ENSMUSP00000064878	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.704	0.948
Fzd3	Fzd5	2112550	2104983	10090.ENSMUSP00000115325	10090.ENSMUSP00000067783	0	0	0	0.873	0	0	0.942	0.789	0.948
Wnt8b	Sfrp4	2100807	2093430	10090.ENSMUSP00000042867	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.702	0.948
Wnt7b	Sfrp2	2111258	2097579	10090.ENSMUSP00000105051	10090.ENSMUSP00000029625	0	0	0	0	0	0.204	0.800	0.705	0.948
Wnt5b	Sfrp1	2112347	2098938	10090.ENSMUSP00000113188	10090.ENSMUSP00000033952	0	0	0	0	0	0.204	0.800	0.702	0.948
Aldh1l1	Ftcd	2098399	2093205	10090.ENSMUSP00000032175	10090.ENSMUSP00000001183	0	0	0	0	0.234	0	0.900	0.368	0.947
Fzd3	Wnt8a	2112550	2094132	10090.ENSMUSP00000115325	10090.ENSMUSP00000012426	0	0	0	0	0	0.204	0.878	0.497	0.947
Wnt8a	Sfrp4	2094132	2093430	10090.ENSMUSP00000012426	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.694	0.947
Wnt7b	Wif1	2111258	2094864	10090.ENSMUSP00000105051	10090.ENSMUSP00000020439	0	0	0	0	0	0.119	0.889	0.504	0.947
Wnt5a	Wnt3	2104589	2093060	10090.ENSMUSP00000064878	10090.ENSMUSP00000000127	0	0	0	0.931	0	0	0.943	0.754	0.946
Wnt5a	Wnt3a	2104589	2094044	10090.ENSMUSP00000064878	10090.ENSMUSP00000010044	0	0	0	0.934	0	0	0.943	0.886	0.946
Wnt5b	Wnt3	2112347	2093060	10090.ENSMUSP00000113188	10090.ENSMUSP00000000127	0	0	0	0.931	0	0	0.943	0.659	0.945
Ctbp1	Cdh1	2106847	2093091	10090.ENSMUSP00000078682	10090.ENSMUSP00000000312	0	0	0	0	0	0	0.628	0.859	0.945
Wnt5b	Wnt3a	2112347	2094044	10090.ENSMUSP00000113188	10090.ENSMUSP00000010044	0	0	0	0.938	0	0	0.943	0.745	0.945
Axin1	Wnt8b	2105990	2100807	10090.ENSMUSP00000073974	10090.ENSMUSP00000042867	0	0	0	0	0	0.108	0.900	0.442	0.945
Btrc	Csnk1d	2105396	2094490	10090.ENSMUSP00000070728	10090.ENSMUSP00000018274	0	0	0	0	0	0.165	0.900	0.384	0.944
Wnt11	Fzd4	2104506	2102112	10090.ENSMUSP00000064333	10090.ENSMUSP00000049852	0	0	0	0	0	0.204	0.800	0.679	0.944
Axin1	Wnt8a	2105990	2094132	10090.ENSMUSP00000073974	10090.ENSMUSP00000012426	0	0	0	0	0	0.108	0.900	0.423	0.944
Fzd5	Wnt11	2104983	2104506	10090.ENSMUSP00000067783	10090.ENSMUSP00000064333	0	0	0	0	0	0.204	0.800	0.677	0.944
Gsk3b	Ccnd2	2095854	2093069	10090.ENSMUSP00000023507	10090.ENSMUSP00000000188	0	0	0	0	0	0.211	0.800	0.668	0.943
Jun	Cdk4	2102864	2093868	10090.ENSMUSP00000054270	10090.ENSMUSP00000006911	0	0	0	0	0	0.270	0.455	0.869	0.943
Fzd4	Lrp5	2102112	2096438	10090.ENSMUSP00000049852	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.730	0.943
Wnt2b	Wif1	2097506	2094864	10090.ENSMUSP00000029429	10090.ENSMUSP00000020439	0	0	0	0	0	0.088	0.889	0.483	0.943
Fzd9	Wnt1	2102740	2095926	10090.ENSMUSP00000053551	10090.ENSMUSP00000023734	0	0	0	0	0	0.257	0.800	0.644	0.942
Csnk2a1	Dvl2	2109556	2094637	10090.ENSMUSP00000096829	10090.ENSMUSP00000019362	0	0	0	0	0	0.401	0.893	0.168	0.942
Fzd1	Wnt16	2103611	2098273	10090.ENSMUSP00000058629	10090.ENSMUSP00000031681	0	0	0	0	0	0.255	0.800	0.647	0.942
Porcn	Wnt2b	2106493	2097506	10090.ENSMUSP00000076790	10090.ENSMUSP00000029429	0	0	0	0	0	0	0.800	0.725	0.942
Aldh1l1	Mthfd2	2098399	2093734	10090.ENSMUSP00000032175	10090.ENSMUSP00000005810	0.066	0	0	0	0	0.073	0.900	0.415	0.942
Fpgs	Dhfr	2097116	2095430	10090.ENSMUSP00000028148	10090.ENSMUSP00000022218	0	0	0	0	0	0	0.900	0.449	0.942
Wnt7a	Wif1	2098401	2094864	10090.ENSMUSP00000032180	10090.ENSMUSP00000020439	0	0	0	0	0	0.119	0.889	0.454	0.942
Fzd5	Wnt16	2104983	2098273	10090.ENSMUSP00000067783	10090.ENSMUSP00000031681	0	0	0	0	0	0.255	0.800	0.637	0.941
Tle2	Tcf7	2112862	2107629	10090.ENSMUSP00000121125	10090.ENSMUSP00000084055	0	0	0	0	0	0.538	0.559	0.737	0.941
Fzd8	Wnt16	2100231	2098273	10090.ENSMUSP00000039660	10090.ENSMUSP00000031681	0	0	0	0	0	0.255	0.800	0.637	0.941
Shmt1	Ftcd	2094559	2093205	10090.ENSMUSP00000018744	10090.ENSMUSP00000001183	0.066	0	0	0	0	0	0.900	0.423	0.941
Mtr	Ftcd	2109768	2093205	10090.ENSMUSP00000097442	10090.ENSMUSP00000001183	0	0	0	0	0	0	0.900	0.442	0.941
Ccnd3	Gsk3b	2100390	2095854	10090.ENSMUSP00000040488	10090.ENSMUSP00000023507	0	0	0	0	0	0.211	0.800	0.653	0.940
Wnt5a	Lrp5	2104589	2096438	10090.ENSMUSP00000064878	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.717	0.940
Wnt11	Fzd6	2104506	2095664	10090.ENSMUSP00000064333	10090.ENSMUSP00000022906	0	0	0	0	0	0.204	0.800	0.653	0.940
Aldh1l1	Gart	2098399	2095908	10090.ENSMUSP00000032175	10090.ENSMUSP00000023684	0	0	0	0	0	0	0.900	0.420	0.939
Cth	Mtr	2112417	2109768	10090.ENSMUSP00000113672	10090.ENSMUSP00000097442	0.104	0	0	0	0	0	0.900	0.380	0.939
Myc	Wnt3a	2095683	2094044	10090.ENSMUSP00000022971	10090.ENSMUSP00000010044	0	0	0	0	0	0	0.389	0.903	0.938
Wnt11	Sfrp1	2104506	2098938	10090.ENSMUSP00000064333	10090.ENSMUSP00000033952	0	0	0	0	0	0.204	0.800	0.644	0.938
Fzd3	Wnt11	2112550	2104506	10090.ENSMUSP00000115325	10090.ENSMUSP00000064333	0	0	0	0	0	0.204	0.800	0.646	0.938
Nlk	Tcf7	2112758	2107629	10090.ENSMUSP00000119345	10090.ENSMUSP00000084055	0	0	0	0	0	0.651	0.800	0.178	0.937
Fzd2	Wnt10a	2108516	2093842	10090.ENSMUSP00000091463	10090.ENSMUSP00000006718	0	0	0	0	0	0.204	0.800	0.637	0.937
Nkd1	Wnt3a	2098988	2094044	10090.ENSMUSP00000034086	10090.ENSMUSP00000010044	0	0	0	0	0	0.247	0	0.920	0.937
Wnt4	Ctnnb1	2099636	2093883	10090.ENSMUSP00000036580	10090.ENSMUSP00000007130	0	0	0	0	0	0.676	0	0.815	0.937
Wif1	Wnt2	2094864	2094091	10090.ENSMUSP00000020439	10090.ENSMUSP00000010941	0	0	0	0	0	0.088	0.889	0.426	0.937
Wnt11	Fzd8	2104506	2100231	10090.ENSMUSP00000064333	10090.ENSMUSP00000039660	0	0	0	0	0	0.204	0.800	0.636	0.937
Myc	Dnmt3a	2095683	2095036	10090.ENSMUSP00000022971	10090.ENSMUSP00000020991	0	0	0	0	0	0.364	0.559	0.791	0.936
Csnk1a1	Ppp2r1a	2113706	2093917	10090.ENSMUSP00000128871	10090.ENSMUSP00000007708	0	0	0	0	0.072	0	0.900	0.366	0.936
Lrp5	Dvl2	2096438	2094637	10090.ENSMUSP00000025856	10090.ENSMUSP00000019362	0	0	0	0	0	0	0.900	0.394	0.936
Dvl2	Ctnnb1	2094637	2093883	10090.ENSMUSP00000019362	10090.ENSMUSP00000007130	0	0	0	0	0.090	0.401	0.559	0.765	0.936
Wnt11	Fzd9	2104506	2102740	10090.ENSMUSP00000064333	10090.ENSMUSP00000053551	0	0	0	0	0	0.204	0.800	0.633	0.936
Fzd9	Wnt6	2102740	2093841	10090.ENSMUSP00000053551	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0.800	0.634	0.936
Fzd3	Wnt1	2112550	2095926	10090.ENSMUSP00000115325	10090.ENSMUSP00000023734	0	0	0	0	0	0.257	0.800	0.603	0.935
Csnk1a1	Gsk3b	2113706	2095854	10090.ENSMUSP00000128871	10090.ENSMUSP00000023507	0	0	0	0.630	0	0.067	0.900	0.916	0.935
Wnt7a	Dvl1	2098401	2098025	10090.ENSMUSP00000032180	10090.ENSMUSP00000030948	0	0	0	0	0	0.668	0	0.813	0.935
Ppp2r1a	Ctnnb1	2093917	2093883	10090.ENSMUSP00000007708	10090.ENSMUSP00000007130	0	0	0	0	0.112	0	0.900	0.336	0.935
Ep300	Fos	2104849	2095256	10090.ENSMUSP00000066789	10090.ENSMUSP00000021674	0	0	0	0	0	0.364	0.559	0.788	0.935
Wnt1	Fzd6	2095926	2095664	10090.ENSMUSP00000023734	10090.ENSMUSP00000022906	0	0	0	0	0	0.257	0.800	0.592	0.934
Fzd3	Wnt6	2112550	2093841	10090.ENSMUSP00000115325	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0.800	0.623	0.934
Wnt9a	Wnt3a	2111153	2094044	10090.ENSMUSP00000104411	10090.ENSMUSP00000010044	0	0	0	0.835	0	0.270	0.900	0.868	0.934
Sfrp1	Wnt7a	2098938	2098401	10090.ENSMUSP00000033952	10090.ENSMUSP00000032180	0	0	0	0	0	0.204	0.800	0.623	0.934
Wnt5b	Wnt9a	2112347	2111153	10090.ENSMUSP00000113188	10090.ENSMUSP00000104411	0	0	0	0.840	0	0.270	0.900	0.869	0.934
Wnt8b	Sfrp1	2100807	2098938	10090.ENSMUSP00000042867	10090.ENSMUSP00000033952	0	0	0	0	0	0.204	0.800	0.622	0.934
Fzd9	Wnt10a	2102740	2093842	10090.ENSMUSP00000053551	10090.ENSMUSP00000006718	0	0	0	0	0	0.204	0.800	0.618	0.934
Wnt9a	Wnt3	2111153	2093060	10090.ENSMUSP00000104411	10090.ENSMUSP00000000127	0	0	0	0.829	0	0.270	0.900	0.837	0.934
Fzd7	Wnt16	2100625	2098273	10090.ENSMUSP00000041825	10090.ENSMUSP00000031681	0	0	0	0	0	0.255	0.800	0.597	0.934
Sfrp1	Wnt1	2098938	2095926	10090.ENSMUSP00000033952	10090.ENSMUSP00000023734	0	0	0	0	0	0.204	0.800	0.623	0.934
Wnt11	Wif1	2104506	2094864	10090.ENSMUSP00000064333	10090.ENSMUSP00000020439	0	0	0	0	0	0.165	0.878	0.402	0.934
Wnt8b	Lrp5	2100807	2096438	10090.ENSMUSP00000042867	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.900	0.375	0.934
Fzd5	Wnt10a	2104983	2093842	10090.ENSMUSP00000067783	10090.ENSMUSP00000006718	0	0	0	0	0	0.204	0.800	0.613	0.933
Sfrp2	Wnt3	2097579	2093060	10090.ENSMUSP00000029625	10090.ENSMUSP00000000127	0	0	0	0	0	0.204	0.800	0.613	0.933
Wnt7a	Cdh1	2098401	2093091	10090.ENSMUSP00000032180	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.933	0.933
Shmt1	Gnmt	2094559	2093424	10090.ENSMUSP00000018744	10090.ENSMUSP00000002846	0	0	0	0	0	0	0.900	0.360	0.933
Sardh	Dmgdh	2110430	2100232	10090.ENSMUSP00000099950	10090.ENSMUSP00000039663	0.066	0	0.526	0.822	0.175	0	0.900	0.731	0.933
Fzd4	Wnt6	2102112	2093841	10090.ENSMUSP00000049852	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0.800	0.615	0.933
Mapk8	Ctnnb1	2111593	2093883	10090.ENSMUSP00000107576	10090.ENSMUSP00000007130	0	0	0	0	0	0.611	0.466	0.706	0.933
Wnt7a	Sfrp2	2098401	2097579	10090.ENSMUSP00000032180	10090.ENSMUSP00000029625	0	0	0	0	0	0.204	0.800	0.615	0.933
Wnt9a	Wnt7a	2111153	2098401	10090.ENSMUSP00000104411	10090.ENSMUSP00000032180	0	0	0	0.860	0	0.270	0.900	0.868	0.933
Fzd2	Wnt6	2108516	2093841	10090.ENSMUSP00000091463	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0.800	0.613	0.933
Sfrp1	Wnt2b	2098938	2097506	10090.ENSMUSP00000033952	10090.ENSMUSP00000029429	0	0	0	0	0	0.204	0.800	0.613	0.933
Wnt9a	Wnt5a	2111153	2104589	10090.ENSMUSP00000104411	10090.ENSMUSP00000064878	0	0	0	0.848	0	0.270	0.900	0.869	0.933
Sfrp2	Wnt1	2097579	2095926	10090.ENSMUSP00000029625	10090.ENSMUSP00000023734	0	0	0	0	0	0.204	0.800	0.613	0.933
Wnt9a	Sfrp1	2111153	2098938	10090.ENSMUSP00000104411	10090.ENSMUSP00000033952	0	0	0	0	0	0.204	0.800	0.613	0.933
Wnt9a	Wnt16	2111153	2098273	10090.ENSMUSP00000104411	10090.ENSMUSP00000031681	0	0	0	0.859	0	0.270	0.900	0.885	0.933
Wnt8b	Sfrp2	2100807	2097579	10090.ENSMUSP00000042867	10090.ENSMUSP00000029625	0	0	0	0	0	0.204	0.800	0.613	0.933
Wnt9a	Wnt2b	2111153	2097506	10090.ENSMUSP00000104411	10090.ENSMUSP00000029429	0	0	0	0.865	0	0.270	0.900	0.875	0.932
Gsk3b	Ppp2r1a	2095854	2093917	10090.ENSMUSP00000023507	10090.ENSMUSP00000007708	0	0	0	0	0	0	0.900	0.354	0.932
Wnt11	Sfrp2	2104506	2097579	10090.ENSMUSP00000064333	10090.ENSMUSP00000029625	0	0	0	0	0	0.204	0.800	0.611	0.932
Wnt9a	Wnt2	2111153	2094091	10090.ENSMUSP00000104411	10090.ENSMUSP00000010941	0	0	0	0.862	0	0.270	0.900	0.793	0.932
Wnt7b	Sfrp1	2111258	2098938	10090.ENSMUSP00000105051	10090.ENSMUSP00000033952	0	0	0	0	0	0.204	0.800	0.612	0.932
Ep300	Wnt1	2104849	2095926	10090.ENSMUSP00000066789	10090.ENSMUSP00000023734	0	0	0	0	0	0	0.900	0.353	0.932
Wnt11	Lrp6	2104506	2098447	10090.ENSMUSP00000064333	10090.ENSMUSP00000032322	0	0	0	0	0	0.165	0.800	0.629	0.932
Mtr	Atic	2109768	2096883	10090.ENSMUSP00000097442	10090.ENSMUSP00000027384	0	0	0	0	0.121	0	0.900	0.296	0.932
Wnt5b	Sfrp4	2112347	2093430	10090.ENSMUSP00000113188	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.611	0.932
Wnt7b	Wnt9a	2111258	2111153	10090.ENSMUSP00000105051	10090.ENSMUSP00000104411	0	0	0	0.870	0	0.270	0.900	0.867	0.932
Fzd1	Wnt10a	2103611	2093842	10090.ENSMUSP00000058629	10090.ENSMUSP00000006718	0	0	0	0	0	0.204	0.800	0.604	0.931
Mtr	Mat2b	2109768	2101810	10090.ENSMUSP00000097442	10090.ENSMUSP00000048222	0	0	0	0	0	0	0.900	0.344	0.931
Fzd5	Wnt6	2104983	2093841	10090.ENSMUSP00000067783	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0.800	0.603	0.931
Wnt9a	Wnt1	2111153	2095926	10090.ENSMUSP00000104411	10090.ENSMUSP00000023734	0	0	0	0.867	0	0.270	0.900	0.796	0.931
Gart	Dhfr	2095908	2095430	10090.ENSMUSP00000023684	10090.ENSMUSP00000022218	0	0	0	0	0	0	0.900	0.343	0.931
Sfrp2	Wnt2b	2097579	2097506	10090.ENSMUSP00000029625	10090.ENSMUSP00000029429	0	0	0	0	0	0.204	0.800	0.602	0.931
Amt	Atic	2099395	2096883	10090.ENSMUSP00000035230	10090.ENSMUSP00000027384	0	0	0	0	0.208	0	0.900	0.188	0.930
Gsk3b	Cdk4	2095854	2093868	10090.ENSMUSP00000023507	10090.ENSMUSP00000006911	0	0	0.219	0.761	0	0.133	0.900	0.835	0.930
Lrp5	Wnt8a	2096438	2094132	10090.ENSMUSP00000025856	10090.ENSMUSP00000012426	0	0	0	0	0	0	0.900	0.323	0.929
Wnt5b	Wif1	2112347	2094864	10090.ENSMUSP00000113188	10090.ENSMUSP00000020439	0	0	0	0	0	0.088	0.889	0.358	0.929
Wif1	Wnt6	2094864	2093841	10090.ENSMUSP00000020439	10090.ENSMUSP00000006716	0	0	0	0	0	0.081	0.878	0.422	0.929
Fzd6	Wnt6	2095664	2093841	10090.ENSMUSP00000022906	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0.800	0.585	0.928
Fzd4	Wnt10a	2102112	2093842	10090.ENSMUSP00000049852	10090.ENSMUSP00000006718	0	0	0	0	0	0.204	0.800	0.588	0.928
Amt	Tyms	2099395	2096725	10090.ENSMUSP00000035230	10090.ENSMUSP00000026846	0.069	0	0	0	0	0	0.900	0.288	0.928
Wif1	Wnt10a	2094864	2093842	10090.ENSMUSP00000020439	10090.ENSMUSP00000006718	0	0	0	0	0	0.081	0.878	0.405	0.927
Ep300	Hspa8	2104849	2094310	10090.ENSMUSP00000066789	10090.ENSMUSP00000015800	0	0	0	0	0	0.074	0.900	0.281	0.927
Sfrp1	Wnt2	2098938	2094091	10090.ENSMUSP00000033952	10090.ENSMUSP00000010941	0	0	0	0	0	0.204	0.800	0.581	0.927
Aldh1l1	Shmt2	2098399	2096621	10090.ENSMUSP00000032175	10090.ENSMUSP00000026470	0	0	0	0	0	0	0.900	0.301	0.927
Porcn	Wnt10a	2106493	2093842	10090.ENSMUSP00000076790	10090.ENSMUSP00000006718	0	0	0	0	0	0.539	0.800	0.264	0.926
Csnk1d	Ppp2r1a	2094490	2093917	10090.ENSMUSP00000018274	10090.ENSMUSP00000007708	0	0	0	0	0.145	0	0.900	0.206	0.926
Sfrp2	Wnt2	2097579	2094091	10090.ENSMUSP00000029625	10090.ENSMUSP00000010941	0	0	0	0	0	0.204	0.800	0.576	0.926
Fzd3	Wnt10a	2112550	2093842	10090.ENSMUSP00000115325	10090.ENSMUSP00000006718	0	0	0	0	0	0.204	0.800	0.572	0.925
Wnt4	Sfrp4	2099636	2093430	10090.ENSMUSP00000036580	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.569	0.925
Mthfr	Amt	2105247	2099395	10090.ENSMUSP00000069774	10090.ENSMUSP00000035230	0.069	0	0	0	0.109	0	0.900	0.203	0.925
Fzd1	Wnt6	2103611	2093841	10090.ENSMUSP00000058629	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0.800	0.569	0.925
Wnt9a	Sfrp2	2111153	2097579	10090.ENSMUSP00000104411	10090.ENSMUSP00000029625	0	0	0	0	0	0.204	0.800	0.569	0.925
Aldh1l1	Shmt1	2098399	2094559	10090.ENSMUSP00000032175	10090.ENSMUSP00000018744	0	0	0	0	0	0	0.900	0.282	0.925
Gart	Ftcd	2095908	2093205	10090.ENSMUSP00000023684	10090.ENSMUSP00000001183	0	0	0	0	0	0	0.900	0.275	0.924
Wnt8b	Wnt16	2100807	2098273	10090.ENSMUSP00000042867	10090.ENSMUSP00000031681	0	0	0	0.832	0	0.174	0.900	0.726	0.924
Lrp6	Wnt6	2098447	2093841	10090.ENSMUSP00000032322	10090.ENSMUSP00000006716	0	0	0	0	0	0.165	0.800	0.584	0.924
Dkk1	Myc	2096415	2095683	10090.ENSMUSP00000025803	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.559	0.834	0.924
Wnt7a	Wnt8a	2098401	2094132	10090.ENSMUSP00000032180	10090.ENSMUSP00000012426	0	0	0	0.865	0	0.180	0.900	0.748	0.923
Wnt8a	Wnt3a	2094132	2094044	10090.ENSMUSP00000012426	10090.ENSMUSP00000010044	0	0	0	0.866	0	0.180	0.900	0.774	0.923
Wnt7b	Wnt8b	2111258	2100807	10090.ENSMUSP00000105051	10090.ENSMUSP00000042867	0	0	0	0.877	0	0.180	0.900	0.828	0.923
Wnt8b	Wnt2b	2100807	2097506	10090.ENSMUSP00000042867	10090.ENSMUSP00000029429	0	0	0	0.863	0	0.180	0.900	0.818	0.923
Wnt8b	Wnt3a	2100807	2094044	10090.ENSMUSP00000042867	10090.ENSMUSP00000010044	0	0	0	0.872	0	0.180	0.900	0.819	0.923
Wnt16	Wnt8a	2098273	2094132	10090.ENSMUSP00000031681	10090.ENSMUSP00000012426	0	0	0	0.863	0	0.174	0.900	0.744	0.922
Wnt8a	Wnt3	2094132	2093060	10090.ENSMUSP00000012426	10090.ENSMUSP00000000127	0	0	0	0.868	0	0.180	0.900	0.749	0.922
Wnt8b	Wnt3	2100807	2093060	10090.ENSMUSP00000042867	10090.ENSMUSP00000000127	0	0	0	0.871	0	0.180	0.900	0.706	0.922
Wnt1	Wnt8a	2095926	2094132	10090.ENSMUSP00000023734	10090.ENSMUSP00000012426	0	0	0	0.866	0	0.180	0.900	0.689	0.922
Wnt5a	Wnt8a	2104589	2094132	10090.ENSMUSP00000064878	10090.ENSMUSP00000012426	0	0	0	0.868	0	0.180	0.900	0.744	0.922
Wnt2b	Wnt8a	2097506	2094132	10090.ENSMUSP00000029429	10090.ENSMUSP00000012426	0	0	0	0.872	0	0.180	0.900	0.750	0.922
Wnt7b	Wnt8a	2111258	2094132	10090.ENSMUSP00000105051	10090.ENSMUSP00000012426	0	0	0	0.874	0	0.180	0.900	0.747	0.922
Wnt5a	Wnt8b	2104589	2100807	10090.ENSMUSP00000064878	10090.ENSMUSP00000042867	0	0	0	0.876	0	0.180	0.900	0.765	0.922
Fzd7	Wnt10a	2100625	2093842	10090.ENSMUSP00000041825	10090.ENSMUSP00000006718	0	0	0	0	0	0.204	0.800	0.552	0.922
Sfrp2	Wnt6	2097579	2093841	10090.ENSMUSP00000029625	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0.800	0.552	0.922
Wnt5b	Wnt8b	2112347	2100807	10090.ENSMUSP00000113188	10090.ENSMUSP00000042867	0	0	0	0.878	0	0.180	0.900	0.765	0.922
Wnt5b	Wnt8a	2112347	2094132	10090.ENSMUSP00000113188	10090.ENSMUSP00000012426	0	0	0	0.868	0	0.180	0.900	0.742	0.922
Wnt8b	Wnt1	2100807	2095926	10090.ENSMUSP00000042867	10090.ENSMUSP00000023734	0	0	0	0.869	0	0.180	0.900	0.714	0.922
Wnt4	Wnt8a	2099636	2094132	10090.ENSMUSP00000036580	10090.ENSMUSP00000012426	0	0	0	0.880	0	0.180	0.900	0.664	0.921
Wnt8b	Wnt2	2100807	2094091	10090.ENSMUSP00000042867	10090.ENSMUSP00000010941	0	0	0	0.879	0	0.180	0.900	0.706	0.921
Wnt8a	Wnt2	2094132	2094091	10090.ENSMUSP00000012426	10090.ENSMUSP00000010941	0	0	0	0.879	0	0.180	0.900	0.713	0.921
Wnt8b	Wnt7a	2100807	2098401	10090.ENSMUSP00000042867	10090.ENSMUSP00000032180	0	0	0	0.892	0	0.180	0.900	0.747	0.921
Amt	Gart	2099395	2095908	10090.ENSMUSP00000035230	10090.ENSMUSP00000023684	0	0	0	0	0.153	0	0.900	0.139	0.920
Ctnnb1	Wnt3	2093883	2093060	10090.ENSMUSP00000007130	10090.ENSMUSP00000000127	0	0	0	0	0	0.287	0.493	0.797	0.920
